Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
09/27/2014, Florida State, 166, 33, 365, 38, 26, 9, 58, 0, 2, 28, 11, 8, 0, 0, 1653, 56, North Carolina State, 161, 37, 359, 50, 32, 8, 83, 0, 0, 29, 16, 7, 2, 1, 1947, 41
09/27/2014, Wake Forest, -22, 23, 122, 34, 19, 4, 45, 0, 3, 7, 16, 2, 1, 0, 1550, 10, Louisville, 215, 49, 206, 32, 16, 11, 89, 0, 0, 21, 18, 8, 2, 1, 2050, 20
09/27/2014, Miami (Ohio), 133, 22, 238, 38, 12, 6, 55, 0, 0, 13, 15, 4, 2, 1, 1276, 27, Buffalo, 273, 49, 302, 39, 29, 5, 58, 0, 0, 29, 17, 10, 0, 0, 2324, 35
09/27/2014, Arkansas, 285, 47, 199, 27, 15, 8, 76, 0, 0, 22, 15, 5, 2, 1, 2220, 28, Texas A&M, 137, 27, 386, 41, 21, 9, 70, 0, 1, 21, 13, 4, 1, 0, 1380, 35
09/27/2014, Colorado, 180, 43, 449, 67, 46, 9, 75, 0, 1, 39, 18, 8, 4, 3, 2186, 56, California, 127, 30, 449, 41, 23, 12, 113, 0, 1, 24, 15, 9, 0, 0, 1414, 59
09/27/2014, Temple, 41, 24, 231, 31, 20, 5, 57, 0, 0, 15, 12, 4, 0, 0, 1472, 36, Connecticut, 133, 43, 174, 28, 14, 7, 70, 0, 2, 18, 13, 3, 1, 1, 2128, 10
09/27/2014, Louisiana Tech, 105, 33, 216, 35, 20, 5, 40, 0, 1, 14, 18, 5, 1, 1, 1903, 17, Auburn, 254, 48, 219, 22, 14, 5, 51, 0, 0, 23, 14, 6, 1, 0, 1697, 45
09/27/2014, Texas, 111, 36, 218, 34, 19, 6, 46, 0, 0, 19, 17, 7, 2, 1, 1775, 23, Kansas, 173, 51, 140, 31, 12, 7, 52, 0, 4, 19, 19, 9, 3, 0, 1825, 0
09/27/2014, Stanford, 186, 40, 178, 26, 17, 8, 85, 0, 1, 22, 12, 3, 0, 0, 1916, 20, Washington, 81, 38, 98, 30, 15, 10, 85, 0, 0, 15, 18, 5, 4, 1, 1684, 13
09/27/2014, South Alabama, 233, 38, 196, 25, 15, 8, 65, 0, 1, 19, 11, 5, 0, 0, 1604, 34, Idaho, 30, 33, 239, 40, 25, 7, 59, 0, 2, 18, 18, 6, 2, 1, 1996, 10
09/27/2014, UTSA, 140, 40, 272, 39, 20, 6, 50, 0, 2, 23, 18, 10, 1, 1, 1937, 37, Florida Atlantic, 114, 33, 295, 34, 24, 5, 52, 0, 0, 25, 14, 8, 0, 0, 1663, 41
09/27/2014, Cincinnati, 70, 19, 352, 33, 21, 6, 40, 0, 0, 15, 11, 4, 0, 0, 1084, 28, Ohio State, 380, 65, 330, 36, 26, 7, 40, 0, 0, 45, 14, 9, 2, 1, 2516, 50
09/27/2014, North Carolina, 84, 30, 394, 49, 30, 15, 130, 0, 1, 22, 18, 8, 1, 1, 1552, 35, Clemson, 92, 44, 436, 39, 28, 4, 19, 0, 1, 27, 18, 10, 0, 0, 2048, 50
09/27/2014, Central Michigan, 95, 26, 291, 31, 24, 3, 35, 0, 1, 20, 8, 4, 0, 0, 1662, 28, Toledo, 204, 38, 339, 34, 23, 6, 47, 0, 1, 29, 10, 5, 1, 1, 1938, 42
09/27/2014, Rice, 217, 48, 178, 22, 14, 6, 65, 0, 1, 20, 15, 7, 1, 1, 2042, 41, Southern Mississippi, 40, 23, 283, 46, 24, 6, 55, 0, 2, 18, 15, 6, 3, 0, 1558, 23
09/27/2014, Troy, 81, 32, 270, 34, 23, 3, 45, 0, 0, 17, 14, 4, 1, 0, 1516, 20, Louisiana-Monroe, 29, 33, 328, 43, 28, 0, 0, 0, 1, 19, 18, 7, 1, 1, 2084, 22
09/27/2014, Missouri, 148, 36, 132, 34, 12, 8, 74, 0, 0, 16, 16, 2, 3, 3, 1445, 21, South Carolina, 119, 42, 219, 37, 21, 8, 71, 0, 0, 18, 21, 8, 2, 0, 2155, 20
09/27/2014, Boise State, 97, 29, 370, 58, 30, 9, 80, 0, 5, 24, 18, 7, 6, 2, 1679, 14, Air Force, 287, 60, 48, 12, 5, 5, 47, 0, 0, 16, 17, 6, 1, 1, 1921, 28
09/27/2014, New Mexico State, 172, 37, 102, 33, 16, 5, 35, 0, 2, 13, 17, 4, 0, 0, 1483, 7, LSU, 363, 54, 200, 20, 14, 5, 35, 0, 2, 29, 6, 3, 0, 0, 2117, 63
09/27/2014, Duke, 85, 25, 179, 51, 22, 8, 50, 0, 2, 17, 16, 2, 3, 0, 1630, 10, Miami (Florida), 203, 41, 223, 34, 20, 8, 93, 0, 0, 21, 13, 2, 1, 1, 1910, 22
09/27/2014, Memphis, 23, 31, 81, 31, 13, 9, 105, 0, 1, 13, 16, 3, 1, 0, 1402, 3, Mississippi, 178, 42, 248, 37, 22, 10, 117, 0, 2, 26, 15, 7, 0, 0, 2198, 24
09/27/2014, Texas State, 181, 49, 228, 31, 21, 7, 77, 0, 0, 21, 16, 5, 2, 2, 1536, 37, Tulsa, 200, 56, 234, 40, 23, 4, 34, 0, 1, 25, 21, 8, 4, 3, 2064, 34
09/27/2014, Notre Dame, 161, 41, 362, 39, 32, 8, 80, 0, 2, 29, 14, 9, 0, 0, 1997, 31, Syracuse, 135, 30, 294, 38, 22, 10, 85, 0, 1, 17, 15, 3, 4, 2, 1603, 15
09/27/2014, UNLV, 109, 38, 346, 33, 18, 8, 72, 0, 2, 26, 14, 6, 2, 2, 1591, 17, San Diego State, 257, 43, 209, 28, 16, 6, 66, 0, 0, 25, 12, 5, 0, 0, 2009, 34
09/27/2014, Washington State, 78, 25, 417, 61, 39, 4, 40, 0, 2, 27, 20, 10, 4, 2, 2053, 28, Utah, 192, 40, 165, 40, 18, 8, 78, 0, 0, 18, 20, 7, 3, 1, 1547, 27
09/27/2014, Baylor, 244, 47, 357, 50, 32, 10, 78, 0, 1, 32, 17, 6, 4, 3, 1927, 49, Iowa State, 127, 34, 212, 39, 17, 7, 45, 0, 1, 18, 18, 8, 1, 0, 1673, 28
09/27/2014, Illinois, 78, 24, 261, 38, 17, 7, 53, 0, 3, 16, 14, 3, 1, 0, 1224, 14, Nebraska, 458, 70, 166, 21, 10, 8, 70, 0, 1, 35, 15, 7, 2, 1, 2376, 45
09/27/2014, Oregon State, 58, 21, 123, 35, 15, 13, 108, 0, 2, 17, 10, 1, 0, 0, 1515, 10, USC, 200, 48, 261, 33, 24, 14, 124, 0, 0, 26, 19, 8, 3, 3, 2085, 35
09/27/2014, Nevada, 192, 36, 64, 18, 10, 8, 56, 0, 0, 16, 9, 0, 0, 0, 1427, 21, San Jose State, 170, 37, 276, 46, 32, 9, 95, 0, 2, 24, 17, 6, 3, 2, 2173, 10
