Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
10/18/2014, Utah State, 100, 19, 160, 31, 19, 6, 45, 0, 1, 11, 12, 2, 0, 0, 1455, 13, Colorado State, 75, 39, 243, 32, 20, 11, 116, 0, 0, 19, 18, 8, 0, 0, 2145, 16
10/18/2014, Georgia Tech, 376, 51, 235, 18, 8, 5, 32, 0, 0, 29, 8, 5, 0, 0, 1890, 43, North Carolina, 189, 41, 390, 47, 38, 4, 35, 0, 1, 33, 15, 10, 2, 2, 1710, 48
10/18/2014, Nebraska, 234, 44, 237, 30, 19, 8, 83, 0, 0, 24, 15, 8, 0, 0, 1969, 38, Northwestern, 117, 34, 173, 39, 18, 7, 50, 0, 1, 21, 16, 5, 1, 0, 1631, 17
10/18/2014, Georgia State, 90, 37, 311, 40, 23, 4, 30, 0, 0, 21, 17, 9, 2, 0, 1742, 27, South Alabama, 321, 54, 126, 32, 11, 8, 82, 0, 0, 26, 16, 6, 1, 0, 1858, 30
10/18/2014, Kentucky, 71, 27, 146, 36, 19, 5, 55, 0, 0, 12, 17, 5, 3, 1, 1622, 3, LSU, 303, 51, 120, 15, 7, 10, 80, 0, 1, 20, 13, 7, 0, 0, 1978, 41
10/18/2014, Washington, 133, 36, 184, 38, 24, 4, 24, 0, 1, 20, 18, 9, 3, 3, 1767, 20, Oregon, 218, 50, 336, 33, 24, 7, 90, 0, 0, 29, 18, 11, 4, 3, 1833, 45
10/18/2014, Iowa State, 179, 38, 345, 55, 36, 5, 59, 0, 2, 30, 19, 9, 0, 0, 1786, 45, Texas, 191, 39, 321, 36, 24, 4, 33, 0, 1, 27, 13, 5, 1, 1, 1814, 48
10/18/2014, Notre Dame, 157, 35, 313, 52, 31, 9, 67, 0, 2, 26, 18, 7, 5, 2, 1971, 27, Florida State, 50, 26, 273, 31, 23, 9, 84, 0, 1, 18, 8, 2, 0, 0, 1629, 31
10/18/2014, Nevada, 126, 36, 285, 40, 26, 6, 36, 0, 0, 20, 17, 7, 4, 4, 1991, 42, BYU, 193, 39, 408, 63, 39, 6, 75, 0, 0, 38, 21, 13, 4, 4, 1609, 35
10/18/2014, Hawai'i, 90, 25, 174, 31, 17, 7, 40, 0, 2, 12, 13, 3, 1, 1, 1433, 10, San Diego State, 283, 47, 174, 24, 13, 4, 44, 0, 0, 19, 15, 6, 2, 1, 2167, 20
10/18/2014, Stanford, 76, 22, 212, 39, 19, 5, 35, 0, 0, 14, 16, 6, 2, 1, 1503, 10, Arizona State, 114, 46, 242, 34, 24, 2, 9, 0, 0, 23, 19, 9, 1, 1, 2097, 26
