Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/30/2000,Georgia,38,Arkansas,7,-3.5
09/30/2000,Iowa State,31,Baylor,17,-12.0
09/30/2000,Iowa,33,Indiana,45,14.0
09/30/2000,Kentucky,17,Mississippi,35,7.0
09/30/2000,Memphis,3,Southern Miss,24,16.5
09/30/2000,Miami-Ohio,20,Akron,37,-5.5
09/30/2000,Richmond,30,Arkansas State,27, 
09/30/2000,Texas State,27,UL-Monroe,7, 
09/30/2000,Miami-Florida,64,Rutgers,6,-30.5
09/30/2000,Brigham Young,14,Syracuse,42,7.5
09/30/2000,Tennessee,31,Louisiana State,38,-9.0
09/30/2000,S-M-U,15,Houston,17,10.5
09/30/2000,Montana State,7,Idaho,56, 
09/30/2000,New Mexico State,31,UTEP,41,12.5
09/30/2000,Arizona State,31,U.C.L.A.,38,8.5
09/30/2000,Tulsa,24,Hawaii,14,-3.5
10/05/2000,Fresno State,27,Rice,24,-8.0
10/05/2000,Western Michigan,30,Marshall,10,7.5
10/05/2000,Samford,6,North Texas,41, 
10/06/2000,Utah State,14,Brigham Young,38,17.5
10/07/2000,Connecticut,3,Boston College,55,29.0
10/07/2000,Florida State,24,Miami-Florida,27,-6.0
10/07/2000,Hawaii,21,Texas Christian,41,37.0
10/07/2000,Penn State,16,Minnesota,25,6.5
10/07/2000,Pittsburgh,17,Syracuse,24,6.5
10/07/2000,Indiana,33,Northwestern,52,5.0
10/07/2000,Michigan,31,Purdue,32,1.5
10/07/2000,Michigan State,16,Iowa,21,-9.5
10/07/2000,Oklahoma State,10,Missouri,24,3.0
10/07/2000,Maryland,24,Virginia,31,10.5
10/07/2000,No Carolina State,27,Clemson,34,21.0
10/07/2000,Vanderbilt,17,Wake Forest,10,-11.0
10/07/2000,Houston,31,Cincinnati,48,4.5
10/07/2000,Idaho,16,West Virginia,28,12.0
10/07/2000,Kent State,24,Central Michigan,21,4.5
10/07/2000,Navy,13,Air Force,27,16.5
10/07/2000,Temple,13,Virginia Tech,35,31.0
10/07/2000,Akron,27,Bowling Green,21,-8.5
10/07/2000,Auburn,10,Mississippi State,17,1.0
10/07/2000,Arkansas State,10,Mississippi,35,26.0
10/07/2000,Ball State,15,Miami-Ohio,10,28.0
10/07/2000,Colorado,26,Texas A+M,19,7.5
10/07/2000,Nebraska,49,Iowa State,27,-16.0
10/07/2000,Ohio State,23,Wisconsin,7,-1.5
10/07/2000,U-C-F,20,Northern Illinois,40,4.0
10/07/2000,Stanford,14,Notre Dame,20,11.5
10/07/2000,Kansas State,52,Kansas,13,-23.0
10/07/2000,Louisville,38,U-A-B,17,2.5
10/07/2000,Oklahoma,63,Texas,14,3.0
10/07/2000,Louisiana State,9,Florida,41,15.0
10/07/2000,Toledo,42,Eastern Michigan,14,-17.5
10/07/2000,Boise State,35,Washington State,42,-2.5
10/07/2000,Tulane,38,UL-Lafayette,37,-19.5
10/07/2000,New Mexico,14,Colorado State,17,17.5
10/07/2000,Arizona,31,Southern Cal,15,6.5
10/07/2000,California,10,Arizona State,30,7.0
10/07/2000,Baylor,0,Texas Tech,28,20.0
10/07/2000,Buffalo,20,Ohio,42,31.0
10/07/2000,Louisiana Tech,21,Middle Tennessee,49,-2.0
10/07/2000,UL-Monroe,6,Arkansas,52,34.5
10/07/2000,South Carolina,20,Kentucky,17,-2.0
10/07/2000,San Diego State,34,Wyoming,0,4.5
10/07/2000,South Florida,7,Southern Miss,41, 
10/07/2000,San Jose State,35,S-M-U,10,-2.5
10/07/2000,Tennessee,10,Georgia,21,4.5
10/07/2000,UTEP,40,Tulsa,7,-3.0
10/07/2000,Army,23,New Mexico State,42,3.5
10/07/2000,East Carolina,10,Memphis,17,-6.5
10/07/2000,Nevada-Reno,7,Nevada-Las Vegas,38,22.0
10/07/2000,Oregon State,30,Washington,33,10.0
10/12/2000,West Virginia,20,Virginia Tech,48,21.0
10/14/2000,Army,21,East Carolina,42,24.0
10/14/2000,Notre Dame,45,Navy,14,-20.5
10/14/2000,Purdue,41,Northwestern,28,-4.0
10/14/2000,Syracuse,13,Boston College,20,-1.0
10/14/2000,Temple,48,Rutgers,14,-7.0
10/14/2000,Iowa,0,Illinois,31,12.5
10/14/2000,Maryland,14,Clemson,35,29.0
10/14/2000,Minnesota,29,Ohio State,17,11.5
10/14/2000,Wake Forest,20,Georgia Tech,52,24.5
10/14/2000,Arkansas,7,South Carolina,27,5.0
10/14/2000,No Carolina State,38,North Carolina,20,2.0
10/14/2000,Bowling Green,10,Miami-Ohio,24,15.0
10/14/2000,Cincinnati,24,Louisville,38,5.5
10/14/2000,Eastern Michigan,14,Ball State,33,6.5
10/14/2000,Ohio,44,Kent State,7,-11.0
10/14/2000,Texas A+M,24,Baylor,0,-25.5
10/14/2000,Air Force,51,Wyoming,34,-14.5
10/14/2000,Oklahoma,41,Kansas State,31,10.0
10/14/2000,Nevada-Las Vegas,19,Colorado State,20,6.0
10/14/2000,Indiana,0,Michigan,58,16.5
10/14/2000,Memphis,9,U-A-B,13,-3.0
10/14/2000,Mississippi,7,Alabama,45,4.5
10/14/2000,Oregon,28,Southern Cal,17,-2.0
10/14/2000,Southern Miss,56,Tulane,24,-15.0
10/14/2000,U.C.L.A.,38,California,46,-11.0
10/14/2000,Utah State,17,North Texas,12,-2.5
10/14/2000,Vanderbilt,19,Georgia,29,20.5
10/14/2000,Wisconsin,17,Michigan State,10,-2.5
10/14/2000,Auburn,7,Florida,38,9.5
10/14/2000,Stanford,6,Oregon State,38,9.0
10/14/2000,Utah,21,San Diego State,7,-7.0
10/14/2000,Washington,21,Arizona State,15,-5.5
10/14/2000,Eastern Washington,23,Boise State,41, 
10/14/2000,Duke,14,Florida State,63,47.5
10/14/2000,Iowa State,33,Oklahoma State,26,-5.5
10/14/2000,Kansas,38,Missouri,17,6.5
10/14/2000,Marshall,0,Toledo,42,7.0
10/14/2000,Nebraska,56,Texas Tech,3,-20.0
10/14/2000,UL-Monroe,0,Middle Tennessee,28,17.5
10/14/2000,Northern Illinois,52,Akron,35,-1.0
10/14/2000,UL-Lafayette,14,Louisiana Tech,48,7.0
10/14/2000,Eastern Kentucky,3,U-C-F,34, 
10/14/2000,Kentucky,0,Louisiana State,34,5.5
10/14/2000,Texas,28,Colorado,14,0.0
10/14/2000,Tulsa,28,New Mexico State,42,7.0
10/14/2000,Arkansas State,25,Idaho,42,10.0
10/14/2000,UTEP,47,San Jose State,30,3.5
10/14/2000,Nevada-Reno,21,Fresno State,58,24.5
10/14/2000,Washington State,47,Arizona,53,12.5
10/14/2000,S-M-U,15,Hawaii,30,0.0
10/19/2000,East Carolina,28,Louisville,25,-1.5
10/21/2000,Miami-Florida,45,Temple,17,-21.5
10/21/2000,Notre Dame,42,West Virginia,28,-3.5
10/21/2000,New Mexico,29,Air Force,23,11.0
10/21/2000,Rutgers,28,Navy,21,8.0
10/21/2000,Tulane,17,Army,21,-4.0
10/21/2000,Virginia Tech,22,Syracuse,14,-13.5
10/21/2000,Illinois,25,Penn State,39,1.5
10/21/2000,Purdue,30,Wisconsin,24,-3.0
10/21/2000,Boston College,26,Pittsburgh,42,3.5
10/21/2000,Clemson,38,North Carolina,24,-18.0
10/21/2000,Duke,10,Georgia Tech,45,29.0
10/21/2000,Wake Forest,7,Maryland,37,13.5
10/21/2000,Ball State,44,Buffalo,35,-10.0
10/21/2000,Northern Illinois,22,Western Michigan,52,6.0
10/21/2000,Baylor,0,Nebraska,59,48.0
10/21/2000,Colorado,15,Kansas,23,-2.0
10/21/2000,Missouri,12,Texas,46,21.5
10/21/2000,Central Michigan,3,Ohio,52,22.5
10/21/2000,Louisiana Tech,28,Auburn,38,32.0
10/21/2000,Minnesota,43,Indiana,51,-7.0
10/21/2000,South Carolina,30,Vanderbilt,14,-6.0
10/21/2000,San Diego State,16,Brigham Young,15,13.0
10/21/2000,Texas A+M,30,Iowa State,7,-3.0
10/21/2000,Ohio State,38,Iowa,10,-18.0
10/21/2000,Texas Tech,23,Kansas State,28,32.0
10/21/2000,Colorado State,24,Utah,17,1.5
10/21/2000,Alabama,10,Tennessee,20,3.0
10/21/2000,Hawaii,13,Rice,38,11.0
10/21/2000,Kent State,12,Marshall,34,21.0
10/21/2000,Michigan State,0,Michigan,14,15.5
10/21/2000,Middle Tennessee,9,U-A-B,14,12.5
10/21/2000,Southern Cal,30,Stanford,32,-6.0
10/21/2000,Virginia,3,Florida State,37,31.0
10/21/2000,UL-Monroe,0,U-C-F,55,30.0
10/21/2000,San Jose State,49,Nevada-Reno,30,-16.5
10/21/2000,Arizona State,23,Washington State,20,-1.5
10/21/2000,New Mexico State,35,Arkansas State,29,-3.5
10/21/2000,Idaho,14,Utah State,31,-10.5
10/21/2000,North Texas,0,Boise State,59,27.0
10/21/2000,California,24,Washington,36,16.5
10/21/2000,Oregon State,44,U.C.L.A.,38,3.5
10/21/2000,Connecticut,38,Akron,35,22.5
10/21/2000,Eastern Michigan,6,Bowling Green,20,13.0
10/21/2000,Georgia,34,Kentucky,30,-9.0
10/21/2000,Texas Christian,17,Tulsa,3,-27.0
10/21/2000,Wyoming,23,Nevada-Las Vegas,42,23.0
10/21/2000,Houston,33,Memphis,30,9.0
10/21/2000,Mississippi State,38,Louisiana State,45,-5.0
10/21/2000,Fresno State,13,UTEP,23,2.5
10/21/2000,Arizona,10,Oregon,14,9.0
10/26/2000,Wyoming,7,Brigham Young,19,17.5
10/28/2000,Maryland,20,Duke,9,-11.5
10/28/2000,Nevada-Reno,7,S-M-U,21,11.0
10/28/2000,Rutgers,13,Boston College,42,22.0
10/28/2000,Toledo,35,Navy,14,-17.5
10/28/2000,U-A-B,16,East Carolina,13,14.0
10/28/2000,Illinois,10,Michigan State,14,2.5
10/28/2000,Northwestern,41,Minnesota,35,5.5
10/28/2000,Wisconsin,13,Iowa,7,-16.0
10/28/2000,Florida State,58,No Carolina State,14,-19.0
10/28/2000,Georgia Tech,31,Clemson,28,12.0
10/28/2000,North Carolina,6,Virginia,17,4.5
10/28/2000,Ball State,38,Central Michigan,34,-4.5
10/28/2000,Tennessee,17,South Carolina,14,-1.0
10/28/2000,Air Force,31,Notre Dame,34,13.5
10/28/2000,Baylor,14,Texas,48,41.0
10/28/2000,Ohio State,27,Purdue,31,1.0
10/28/2000,South Florida,21,Connecticut,13, 
10/28/2000,Texas Tech,45,Kansas,39,3.0
10/28/2000,Arkansas,19,Auburn,21,9.5
10/28/2000,Kansas State,10,Texas A+M,26,-5.5
10/28/2000,Miami-Ohio,15,Cincinnati,45,5.0
10/28/2000,Missouri,20,Iowa State,39,10.0
10/28/2000,Oklahoma State,21,Colorado,37,11.5
10/28/2000,Tulane,32,Louisville,35,14.0
10/28/2000,Nevada-Las Vegas,40,Mississippi,43,9.5
10/28/2000,Western Michigan,42,Kent State,0,-24.0
10/28/2000,Buffalo,10,Northern Illinois,73,33.5
10/28/2000,Middle Tennessee,35,Mississippi State,61,27.5
10/28/2000,U-C-F,40,Alabama,38,19.0
10/28/2000,Nebraska,14,Oklahoma,31,-3.0
10/28/2000,Utah,3,New Mexico,10,1.5
10/28/2000,Rice,0,Texas Christian,37,23.5
10/28/2000,California,28,Southern Cal,16,7.5
10/28/2000,Florida,34,Georgia,23,-8.5
10/28/2000,Pittsburgh,34,Virginia Tech,37,16.0
10/28/2000,Southern Miss,6,Houston,3,-16.5
10/28/2000,Colorado State,34,San Diego State,22,-9.0
10/28/2000,Oregon,56,Arizona State,55,-5.5
10/28/2000,Washington State,9,Oregon State,38,13.5
10/28/2000,Washington,31,Stanford,28,-7.0
10/28/2000,Arkansas State,31,Utah State,44,4.0
10/28/2000,Louisiana Tech,31,Miami-Florida,42,41.5
10/28/2000,Marshall,31,Akron,28,-4.0
10/28/2000,Penn State,27,Indiana,24,-1.5
10/28/2000,U.C.L.A.,27,Arizona,24,5.0
10/28/2000,Boise State,34,New Mexico State,31,-7.5
10/28/2000,North Texas,13,UL-Lafayette,0,3.5
10/28/2000,Tulsa,12,Fresno State,34,18.0
10/28/2000,San Jose State,57,Hawaii,48,-8.5
11/02/2000,Brigham Young,21,Colorado State,45,7.5
11/04/2000,Michigan,51,Northwestern,54,-7.5
11/04/2000,Syracuse,31,West Virginia,27,-3.0
11/04/2000,Temple,3,Boston College,31,9.5
11/04/2000,Virginia Tech,21,Miami-Florida,41,10.0
11/04/2000,Colorado,28,Missouri,18,-6.0
11/04/2000,Indiana,35,Illinois,42,8.5
11/04/2000,Minnesota,20,Wisconsin,41,4.5
11/04/2000,Duke,26,Wake Forest,28,4.5
11/04/2000,Iowa,26,Penn State,23,16.5
11/04/2000,Michigan State,13,Ohio State,27,14.0
11/04/2000,Middle Tennessee,66,Connecticut,10,-10.5
11/04/2000,North Carolina,20,Pittsburgh,17,8.0
11/04/2000,No Carolina State,28,Maryland,35,-6.5
11/04/2000,Air Force,41,Army,27,-7.5
11/04/2000,Central Michigan,15,Eastern Michigan,31,7.5
11/04/2000,Kent State,17,Buffalo,20,-6.5
11/04/2000,Ohio,24,Miami-Ohio,27,-4.0
11/04/2000,U-A-B,21,Cincinnati,33,5.5
11/04/2000,Western Michigan,42,Ball State,3,-21.0
11/04/2000,Kansas,17,Nebraska,56,31.5
11/04/2000,Marshall,20,Bowling Green,13,-8.5
11/04/2000,Mississippi State,35,Kentucky,17,-6.5
11/04/2000,Florida,43,Vanderbilt,20,-19.0
11/04/2000,Mississippi,38,Arkansas,24,-1.0
11/04/2000,Oklahoma,56,Baylor,7,-38.0
