Date,Visitor,Visitor Score,Home Team,Home Score,Line
09/06/2003,Brigham Young,18,Southern Cal,35,21.5
09/06/2003,Louisiana Tech,34,UL-Lafayette,3,-4.0
09/06/2003,Baylor,14,North Texas,52,14.0
09/06/2003,Idaho State,0,Boise State,62, 
09/06/2003,Northern Arizona,14,Arizona State,34, 
09/06/2003,Cal-San Luis Obispo,34,UTEP,13, 
09/06/2003,Louisiana State,59,Arizona,13,-11.5
09/06/2003,San Jose State,10,Stanford,31,10.0
09/11/2003,California,24,Utah,31,0.0
09/12/2003,Toledo,24,Marshall,17,6.0
09/13/2003,Louisville,30,Syracuse,20,3.0
09/13/2003,Ball State,21,Pittsburgh,42,30.5
09/13/2003,Cincinnati,15,West Virginia,13,6.5
09/13/2003,No Carolina State,38,Ohio State,44,8.5
09/13/2003,Louisiana Tech,20,Michigan State,19,12.0
09/13/2003,Nevada-Las Vegas,23,Wisconsin,5,20.5
09/13/2003,Miami-Ohio,44,Northwestern,14,-2.5
09/13/2003,Purdue,16,Wake Forest,10,-2.5
09/13/2003,Arkansas,38,Texas,28,14.0
09/13/2003,Boston College,24,Connecticut,14,-3.5
09/13/2003,Iowa,40,Iowa State,21,-5.5
09/13/2003,Eastern Kentucky,41,Central Michigan,42, 
09/13/2003,Massachusetts,7,Kansas State,38, 
09/13/2003,Rutgers,36,Army,21,-7.5
09/13/2003,South Carolina,7,Georgia,31,13.0
09/13/2003,Eastern Illinois,0,Missouri,37, 
09/13/2003,Minnesota,42,Ohio,20,-20.5
09/13/2003,Weber State,7,Colorado State,31, 
09/13/2003,Virginia,58,Western Michigan,16,-6.5
09/13/2003,North Texas,21,Air Force,34,10.0
09/13/2003,Youngstown State,13,Kent State,16, 
09/13/2003,Notre Dame,0,Michigan,38,10.5
09/13/2003,Washington State,47,Colorado,26,4.5
09/13/2003,Kansas,42,Wyoming,35,4.5
09/13/2003,Hawaii,32,Southern Cal,61,20.5
09/13/2003,Middle Tennessee,14,Clemson,37,14.0
09/13/2003,Boise State,24,Idaho,10,-25.5
09/13/2003,The Citadel,0,Maryland,61, 
09/13/2003,Colgate,38,Buffalo,15, 
09/13/2003,Eastern Michigan,17,Akron,24,20.0
09/13/2003,Florida Atlantic,29,U-C-F,33, 
09/13/2003,Florida A+M,3,Florida,63, 
09/13/2003,Liberty,3,Bowling Green,62, 
09/13/2003,Rice,24,Duke,27,13.5
09/13/2003,New Mexico State,16,Oregon State,28,24.0
09/13/2003,Indiana State,3,Indiana,33, 
09/13/2003,Kentucky,17,Alabama,27,13.5
09/13/2003,S E Missouri St,3,Arkansas State,21, 
09/13/2003,Missouri State,3,Oklahoma State,42, 
09/13/2003,Texas State,15,Tulsa,41, 
09/13/2003,Auburn,45,Vanderbilt,7,-11.5
09/13/2003,East Carolina,3,Miami-Florida,38,41.0
09/13/2003,Memphis,6,Southern Miss,23,4.0
09/13/2003,Fresno State,28,Oklahoma,52,28.0
09/13/2003,S-M-U,7,Baylor,10,-1.0
09/13/2003,Troy,20,U-A-B,9,10.5
09/13/2003,UL-Monroe,14,Mississippi,59,26.5
09/13/2003,Georgia Tech,13,Florida State,14,23.5
09/13/2003,Western Illinois,7,Louisiana State,35, 
09/13/2003,Mississippi State,28,Tulane,31,-3.5
09/13/2003,Penn State,10,Nebraska,18,10.5
09/13/2003,Brigham Young,10,New Mexico,7,-1.0
09/13/2003,Illinois,3,U.C.L.A.,6,9.5
09/13/2003,Houston,21,UL-Lafayette,14,-7.0
09/13/2003,San Diego State,34,UTEP,0,-18.5
09/13/2003,Oregon,48,Arizona,10,-12.5
09/13/2003,Utah State,16,Arizona State,26,26.5
09/18/2003,Texas A+M,19,Virginia Tech,35,13.5
09/18/2003,Nevada-Reno,42,San Jose State,30,-1.5
09/19/2003,Hawaii,22,Nevada-Las Vegas,33,1.0
09/20/2003,Miami-Florida,33,Boston College,14,-10.5
09/20/2003,U-C-F,14,Syracuse,38,6.0
09/20/2003,West Virginia,7,Maryland,34,10.0
09/20/2003,Kent State,10,Penn State,32,25.5
09/20/2003,Bowling Green,17,Ohio State,24,11.0
09/20/2003,California,31,Illinois,24,3.5
09/20/2003,North Carolina,27,Wisconsin,38,14.5
09/20/2003,East Carolina,16,Wake Forest,34,19.5
09/20/2003,Clemson,39,Georgia Tech,3,5.5
09/20/2003,Tennessee,24,Florida,10,3.5
09/20/2003,Colorado,7,Florida State,47,21.0
09/20/2003,Tulane,50,Army,33,-17.0
09/20/2003,Arizona,7,Purdue,59,27.0
09/20/2003,Texas Tech,21,No Carolina State,49,6.0
09/20/2003,Eastern Michigan,7,Navy,39,15.0
09/20/2003,Central Michigan,14,Ball State,27,5.5
09/20/2003,Northwestern,28,Duke,10,3.0
09/20/2003,Middle Tennessee,40,Missouri,41,22.0
09/20/2003,Michigan State,22,Notre Dame,16,9.0
09/20/2003,UTEP,14,Louisville,42,36.0
09/20/2003,Wyoming,29,Air Force,35,20.0
09/20/2003,Miami-Ohio,41,Colorado State,21,6.0
09/20/2003,U.C.L.A.,24,Oklahoma,59,19.5
09/20/2003,Michigan,27,Oregon,31,-7.0
09/20/2003,Idaho,14,Washington,45,26.5
09/20/2003,Kentucky,34,Indiana,17,-8.0
09/20/2003,Samford,17,San Diego State,37, 
09/20/2003,New Mexico,13,Washington State,23,14.5
09/20/2003,Connecticut,38,Buffalo,7,-22.5
09/20/2003,Howard,7,Akron,65, 
09/20/2003,Jacksonville St,6,Kansas,41, 
09/20/2003,Northwestern St(LA),14,UL-Monroe,10, 
09/20/2003,S E Louisiana,0,Troy,28, 
09/20/2003,Sam Houston State,6,Baylor,27, 
09/20/2003,Temple,24,Cincinnati,30,13.5
09/20/2003,Pittsburgh,31,Toledo,35,-9.5
09/20/2003,U-A-B,10,South Carolina,42,14.0
09/20/2003,Northern Illinois,19,Alabama,16,13.0
09/20/2003,Georgia,10,Louisiana State,17,2.5
09/20/2003,Marshall,27,Kansas State,20,24.0
09/20/2003,Vanderbilt,14,Texas Christian,30,11.0
09/20/2003,Boise State,24,Oregon State,26,5.0
09/20/2003,North Texas,7,Arkansas,31,21.0
09/20/2003,Arkansas State,7,Tulsa,54,-4.0
09/20/2003,Arizona State,2,Iowa,21,6.0
09/20/2003,Mississippi State,35,Houston,42,-5.0
09/20/2003,Texas,48,Rice,7,-31.0
09/20/2003,Oklahoma State,52,S-M-U,6,-25.0
09/20/2003,UL-Lafayette,14,Minnesota,48,35.0
09/20/2003,Stanford,18,Brigham Young,14,6.5
09/20/2003,Louisiana Tech,6,Fresno State,16,9.5
09/25/2003,Nebraska,38,Southern Miss,14,-11.0
09/27/2003,Western Kentucky,3,Auburn,48, 
09/27/2003,Ball State,29,Boston College,53,23.5
09/27/2003,Minnesota,20,Penn State,14,-1.0
09/27/2003,Wake Forest,24,Virginia,27,7.0
09/27/2003,Northwestern,0,Ohio State,20,20.5
09/27/2003,Indiana,17,Michigan,31,33.5
09/27/2003,Iowa,10,Michigan State,20,-7.5
09/27/2003,Connecticut,13,Virginia Tech,47,20.5
09/27/2003,Texas Tech,49,Mississippi,45,3.0
09/27/2003,Louisiana State,41,Mississippi State,6,-14.0
09/27/2003,South Florida,28,Army,0,-19.5
09/27/2003,Notre Dame,10,Purdue,23,10.5
09/27/2003,North Carolina,34,No Carolina State,47,16.5
09/27/2003,U-C-F,16,Kent State,36,-8.5
09/27/2003,Western Michigan,39,Ohio,32,-2.0
09/27/2003,Arkansas State,16,Memphis,38,16.0
09/27/2003,Cincinnati,37,Miami-Ohio,42,7.0
09/27/2003,Temple,12,Louisville,21,13.0
09/27/2003,Utah,28,Colorado State,21,6.0
09/27/2003,Air Force,24,Brigham Young,10,-1.5
09/27/2003,Idaho,28,Montana,41, 
09/27/2003,Arkansas,34,Alabama,31,-2.5
09/27/2003,Washington State,55,Oregon,16,4.0
09/27/2003,Stanford,17,Washington,28,13.0
09/27/2003,Iowa State,16,Northern Illinois,24,6.5
09/27/2003,Arizona State,17,Oregon State,45,6.0
09/27/2003,Southern Cal,31,California,34,-13.5
09/27/2003,Akron,38,Buffalo,21,-16.0
09/27/2003,Maryland,37,Eastern Michigan,13,-35.5
09/27/2003,Wisconsin,38,Illinois,20,-1.0
09/27/2003,Toledo,7,Syracuse,34,3.5
09/27/2003,Navy,27,Rutgers,48,-2.0
09/27/2003,Florida,24,Kentucky,21,-12.5
09/27/2003,Florida State,56,Duke,7,-29.5
09/27/2003,South Carolina,20,Tennessee,23,15.0
09/27/2003,Georgia Tech,24,Vanderbilt,17,-7.0
09/27/2003,Missouri,14,Kansas,35,-9.5
09/27/2003,Marshall,24,Troy,33,-11.0
09/27/2003,Sam Houston State,14,UTEP,59, 
09/27/2003,Tulane,18,Texas,63,29.0
09/27/2003,Pittsburgh,37,Texas A+M,26,-1.5
09/27/2003,Wyoming,17,Boise State,33,23.5
09/27/2003,UL-Lafayette,23,North Texas,44,19.5
09/27/2003,New Mexico State,17,New Mexico,24,9.5
09/27/2003,UL-Monroe,10,Utah State,28,13.0
09/27/2003,Portland State,16,Fresno State,42, 
09/27/2003,S-M-U,9,Nevada-Reno,12,18.5
09/27/2003,Texas Christian,13,Arizona,10,-14.0
09/27/2003,San Diego State,10,U.C.L.A.,20,10.0
09/27/2003,Rice,21,Hawaii,41,20.5
09/30/2003,Houston,27,East Carolina,13,-1.5
10/02/2003,West Virginia,20,Miami-Florida,22,25.5
10/03/2003,Oregon,13,Utah,17,-3.0
10/04/2003,Virginia Tech,48,Rutgers,22,-28.5
10/04/2003,Clemson,7,Maryland,21,8.5
10/04/2003,Wisconsin,30,Penn State,23,0.0
10/04/2003,Indiana,3,Michigan State,31,16.0
10/04/2003,Minnesota,42,Northwestern,17,-10.5
10/04/2003,Virginia,38,North Carolina,13,-8.5
10/04/2003,Lehigh,17,Connecticut,35, 
10/04/2003,Tennessee,21,Auburn,28,1.0
10/04/2003,Troy,0,Nebraska,30,27.5
10/04/2003,UL-Lafayette,3,Oklahoma State,56,36.0
10/04/2003,Air Force,25,Navy,28,-14.5
10/04/2003,Western Michigan,31,Eastern Michigan,3,-13.0
10/04/2003,Ball State,34,Kent State,17,2.5
10/04/2003,Akron,20,Miami-Ohio,45,17.0
10/04/2003,U-A-B,24,Memphis,10,9.0
10/04/2003,Vanderbilt,21,Mississippi State,30,3.5
10/04/2003,Boise State,43,Louisiana Tech,37,-7.0
10/04/2003,Colorado,30,Baylor,42,-18.5
10/04/2003,Fresno State,10,Colorado State,34,4.0
10/04/2003,Michigan,27,Iowa,30,-3.5
10/04/2003,Alabama,23,Georgia,37,12.5
10/04/2003,No Carolina State,21,Georgia Tech,29,-6.0
10/04/2003,Mississippi,20,Florida,17,11.5
10/04/2003,Kansas State,20,Texas,24,6.5
10/04/2003,Washington,16,U.C.L.A.,46,-1.5
10/04/2003,Central Michigan,3,Bowling Green,23,29.0
10/04/2003,Illinois,10,Purdue,43,14.5
10/04/2003,Arizona,7,Washington State,30,31.0
10/04/2003,Oregon State,35,California,21,1.0
10/04/2003,Buffalo,10,U-C-F,19,22.5
10/04/2003,Southern Miss,22,Cincinnati,20,7.0
10/04/2003,Oklahoma,53,Iowa State,7,-20.5
10/04/2003,Louisville,28,South Florida,31,-1.5
10/04/2003,Hawaii,16,Tulsa,27,-7.5
10/04/2003,Army,0,Texas Christian,27,31.0
10/04/2003,Texas A+M,28,Texas Tech,59,5.5
10/04/2003,Temple,44,Middle Tennessee,36,3.0
10/04/2003,UL-Monroe,41,Arkansas State,44,7.0
10/04/2003,Ohio,23,Northern Illinois,30,21.0
10/04/2003,San Jose State,24,Rice,28,4.0
10/04/2003,UTEP,21,S-M-U,19,8.5
10/04/2003,Utah State,7,New Mexico,34,13.0
10/04/2003,Idaho,35,New Mexico State,31,10.0
10/04/2003,Brigham Young,44,San Diego State,36,3.0
10/04/2003,Southern Cal,37,Arizona State,17,-10.5
10/04/2003,Nevada-Las Vegas,16,Nevada-Reno,12,-6.0
10/09/2003,Colorado State,58,Brigham Young,13,-1.5
10/09/2003,Kentucky,21,South Carolina,27,8.0
10/10/2003,Texas Christian,13,South Florida,10,2.5
10/10/2003,Michigan,38,Minnesota,35,-2.0
10/11/2003,Miami-Florida,22,Florida State,14,7.0
10/11/2003,Notre Dame,20,Pittsburgh,14,8.0
10/11/2003,Duke,20,Maryland,33,28.0
10/11/2003,Boston College,38,Temple,13,-9.5
10/11/2003,Rutgers,19,West Virginia,34,18.0
10/11/2003,Northwestern,37,Indiana,31,-3.5
10/11/2003,Kansas State,34,Oklahoma State,38,-2.5
10/11/2003,Syracuse,7,Virginia Tech,51,17.5
10/11/2003,Northern Illinois,40,Central Michigan,24,-18.5
10/11/2003,Penn State,14,Purdue,28,11.5
10/11/2003,Michigan State,49,Illinois,14,-3.5
10/11/2003,Connecticut,24,No Carolina State,31,15.0
10/11/2003,Bowling Green,32,Western Michigan,21,-9.0
10/11/2003,U-C-F,0,Ohio,28,3.5
10/11/2003,Buffalo,3,Miami-Ohio,59,35.0
10/11/2003,North Carolina,28,East Carolina,17,-9.0
10/11/2003,Navy,37,Vanderbilt,27,4.5
10/11/2003,Nebraska,24,Missouri,41,-8.0
10/11/2003,Auburn,10,Arkansas,3,4.0
10/11/2003,Arkansas State,0,Mississippi,55,26.0
10/11/2003,Memphis,27,Mississippi State,35,3.0
10/11/2003,Houston,45,Tulane,42,-1.0
10/11/2003,Army,10,Louisville,34,31.5
10/11/2003,Kansas,47,Colorado,50,6.0
10/11/2003,Nevada-Las Vegas,7,Air Force,24,7.0
10/11/2003,New Mexico State,18,Middle Tennessee,35,3.5
10/11/2003,North Texas,24,Idaho,14,-7.5
10/11/2003,Georgia Tech,24,Wake Forest,7,4.0
10/11/2003,Virginia,27,Clemson,30,-5.0
10/11/2003,Georgia,41,Tennessee,14,-1.0
10/11/2003,Southern Miss,3,Alabama,17,10.5
10/11/2003,Oklahoma,65,Texas,13,-6.5
10/11/2003,Nevada-Reno,28,Washington,17,17.5
10/11/2003,Cincinnati,14,U-A-B,31,-5.5
10/11/2003,Kent State,33,Marshall,49,20.0
10/11/2003,UL-Monroe,45,UL-Lafayette,42,3.0
10/11/2003,Cal-San Luis Obispo,14,Akron,45, 
10/11/2003,Eastern Michigan,14,Toledo,49,27.0
10/11/2003,Baylor,10,Texas A+M,73,18.5
10/11/2003,Iowa State,21,Texas Tech,52,18.0
10/11/2003,San Diego State,6,Utah,27,8.5
10/11/2003,U.C.L.A.,24,Arizona,21,-17.5
10/11/2003,Florida,19,Louisiana State,7,10.0
10/11/2003,Tulsa,20,Boise State,27,22.0
10/11/2003,Wyoming,48,Utah State,21,-2.0
10/11/2003,Ohio State,10,Wisconsin,17,-2.5
10/11/2003,Louisiana Tech,38,UTEP,35,-15.5
10/11/2003,S-M-U,14,San Jose State,48,8.5
10/11/2003,Oregon,14,Arizona State,59,-1.5
10/11/2003,Stanford,21,Southern Cal,44,22.0
10/11/2003,Fresno State,28,Hawaii,55,4.0
10/16/2003,Clemson,15,No Carolina State,17,4.5
10/16/2003,New Mexico State,24,UL-Lafayette,26,-7.0
10/16/2003,Air Force,20,Colorado State,30,5.5
10/17/2003,Tulane,28,Louisville,47,15.0
10/18/2003,Boston College,14,Syracuse,39,-4.0
10/18/2003,Pittsburgh,42,Rutgers,32,-17.0
10/18/2003,Illinois,14,Michigan,56,27.5
10/18/2003,Purdue,26,Wisconsin,23,-2.5
10/18/2003,Temple,14,Miami-Florida,52,32.0
10/18/2003,Louisiana State,33,South Carolina,7,-3.5
10/18/2003,Mississippi State,13,Auburn,45,21.0
10/18/2003,Texas Tech,49,Oklahoma State,51,4.5
10/18/2003,East Carolina,38,Army,32,-5.5
10/18/2003,Marshall,26,Buffalo,16,-26.0
10/18/2003,Toledo,31,Central Michigan,13,-15.0
10/18/2003,Wake Forest,42,Duke,13,-9.5
10/18/2003,Baylor,21,Kansas,28,23.0
10/18/2003,Georgia,27,Vanderbilt,8,-26.5
10/18/2003,Alabama,28,Mississippi,43,3.0
10/18/2003,Connecticut,34,Kent State,31,-13.0
10/18/2003,Florida,33,Arkansas,28,6.0
10/18/2003,Southern Cal,45,Notre Dame,14,-8.0
10/18/2003,Michigan State,44,Minnesota,38,6.0
10/18/2003,Miami-Ohio,49,Ball State,3,-19.0
10/18/2003,Hawaii,44,Louisiana Tech,41,1.5
10/18/2003,Nevada-Reno,28,Tulsa,21,2.5
10/18/2003,Navy,38,Rice,6,-2.5
10/18/2003,Boise State,45,S-M-U,3,-24.0
10/18/2003,Brigham Young,10,Wyoming,13,-1.5
10/18/2003,Middle Tennessee,28,Idaho,21,-2.5
10/18/2003,Florida Intl,10,Troy,21, 
10/18/2003,Iowa,10,Ohio State,19,2.5
10/18/2003,Florida State,19,Virginia,14,-7.5
10/18/2003,Arizona State,33,North Carolina,31,-7.5
10/18/2003,Texas A+M,12,Nebraska,48,8.5
10/18/2003,Missouri,13,Oklahoma,34,26.0
10/18/2003,California,20,U.C.L.A.,23,2.5
10/18/2003,Western Michigan,10,Northern Illinois,37,10.0
10/18/2003,Washington,38,Oregon State,17,11.0
10/18/2003,Utah State,27,North Texas,37,15.5
10/18/2003,Washington State,24,Stanford,14,-12.0
10/18/2003,Bowling Green,33,Eastern Michigan,20,-28.0
10/18/2003,U-C-F,24,Akron,38,8.0
10/18/2003,Texas,40,Iowa State,19,-19.0
10/18/2003,Ohio,14,Kentucky,35,13.0
10/18/2003,Colorado,20,Kansas State,49,20.0
10/18/2003,U-A-B,24,Texas Christian,27,11.0
10/18/2003,Utah,28,Nevada-Las Vegas,10,-2.5
10/18/2003,Charleston Southern,7,South Florida,55, 
10/18/2003,Memphis,45,Houston,14,5.0
10/18/2003,New Mexico,30,San Diego State,7,-1.5
10/22/2003,Virginia Tech,7,West Virginia,28,-14.0
10/23/2003,Maryland,3,Georgia Tech,7,-2.5
10/25/2003,Syracuse,14,Pittsburgh,34,6.5
10/25/2003,Rutgers,30,Temple,14,3.0
10/25/2003,Purdue,3,Michigan,31,6.0
10/25/2003,Ohio State,35,Indiana,6,-20.5
10/25/2003,Wisconsin,7,Northwestern,16,-9.0
10/25/2003,Minnesota,36,Illinois,10,-17.5
10/25/2003,Wake Forest,24,Florida State,48,21.0
10/25/2003,Akron,37,Connecticut,38,8.0
10/25/2003,Troy,0,Virginia,24,23.5
10/25/2003,Vanderbilt,24,South Carolina,35,15.0
10/25/2003,Ohio,17,Buffalo,26,-13.5
10/25/2003,No Carolina State,28,Duke,21,-20.5
10/25/2003,U-A-B,13,Georgia,16,29.0
10/25/2003,Delaware,21,Navy,17, 
10/25/2003,Marshall,41,Western Michigan,21, 
10/25/2003,Texas Tech,31,Missouri,62,-4.0
10/25/2003,Toledo,14,Ball State,38,-12.5
10/25/2003,Miami-Ohio,38,Kent State,30,-25.0
10/25/2003,Penn State,14,Iowa,26,10.5
10/25/2003,Louisville,36,East Carolina,20,-15.0
10/25/2003,Arkansas,7,Mississippi,19,-1.0
10/25/2003,Kansas,6,Kansas State,42,21.0
10/25/2003,Memphis,41,Tulane,9,-3.5
10/25/2003,South Florida,6,Southern Miss,27,2.5
10/25/2003,S-M-U,16,Tulsa,35,16.5
10/25/2003,Texas,56,Baylor,0,-32.5
10/25/2003,Arkansas State,0,Utah State,49,8.5
10/25/2003,Notre Dame,25,Boston College,27,4.0
10/25/2003,North Carolina,28,Clemson,36,13.5
10/25/2003,Tennessee,51,Alabama,43,-2.0
10/25/2003,Iowa State,0,Nebraska,28,23.0
10/25/2003,Oklahoma State,38,Texas A+M,10,-6.0
10/25/2003,Oklahoma,34,Colorado,20,-25.0
10/25/2003,Stanford,0,Oregon,35,10.5
10/25/2003,Southern Cal,43,Washington,23,-10.0
10/25/2003,Arizona,14,California,42,18.5
10/25/2003,Northern Illinois,18,Bowling Green,34,4.5
10/25/2003,Army,29,Cincinnati,33,29.0
10/25/2003,Central Michigan,13,U-C-F,31,11.0
10/25/2003,Louisiana Tech,42,Nevada-Reno,34,4.0
10/25/2003,Oregon State,30,Washington State,36,7.0
10/25/2003,Idaho,20,UL-Lafayette,31,-2.5
10/25/2003,Mississippi State,17,Kentucky,42,9.5
10/25/2003,New Mexico,47,Utah,35,7.0
10/25/2003,Brigham Young,27,Nevada-Las Vegas,20,3.5
10/25/2003,Rice,28,Fresno State,31,20.5
10/25/2003,Auburn,7,Louisiana State,31,3.0
10/25/2003,Texas Christian,62,Houston,55,-7.0
10/25/2003,San Jose State,14,Boise State,77,27.0
10/25/2003,North Texas,33,Middle Tennessee,28,-3.0
10/25/2003,New Mexico State,21,UL-Monroe,14,-3.5
10/25/2003,Wyoming,20,San Diego State,25,3.0
10/25/2003,UTEP,15,Hawaii,31,27.5
10/25/2003,Arizona State,13,U.C.L.A.,20,2.5
10/30/2003,Troy,0,North Texas,21,12.0
10/30/2003,Boise State,50,Brigham Young,12,-8.5
10/31/2003,Cincinnati,17,South Florida,24,3.5
11/01/2003,Pittsburgh,24,Boston College,13,-2.5
11/01/2003,North Carolina,21,Maryland,59,17.5
11/01/2003,Michigan,27,Michigan State,20,-4.0
11/01/2003,Northwestern,14,Purdue,34,18.0
11/01/2003,Indiana,7,Minnesota,55,29.0
11/01/2003,Illinois,10,Iowa,41,27.0
11/01/2003,Clemson,17,Wake Forest,45,-1.0
