Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
09/20/2014, Texas State, 139, 52, 336, 43, 29, 8, 63, 0, 1, 26, 20, 10, 1, 1, 2261, 35, Illinois, 219, 27, 266, 39, 25, 4, 19, 0, 1, 21, 14, 4, 0, 0, 1339, 42
09/20/2014, Indiana, 241, 50, 252, 33, 18, 5, 50, 0, 0, 27, 14, 1, 2, 2, 1599, 31, Missouri, 172, 35, 331, 48, 29, 10, 75, 0, 1, 27, 16, 5, 1, 1, 2001, 27
09/20/2014, Massachusetts, 3, 28, 263, 33, 17, 4, 30, 0, 0, 13, 13, 3, 4, 1, 1348, 7, Penn State, 228, 45, 236, 32, 18, 6, 52, 0, 0, 23, 17, 10, 1, 1, 2252, 48
09/20/2014, San Jose State, 68, 32, 186, 33, 16, 0, 0, 0, 2, 17, 15, 8, 1, 1, 1722, 7, Minnesota, 380, 58, 7, 7, 1, 10, 80, 0, 1, 19, 12, 5, 0, 0, 1878, 24
09/20/2014, Florida Atlantic, 188, 39, 108, 29, 15, 4, 23, 0, 0, 16, 18, 8, 0, 0, 1841, 19, Wyoming, 173, 41, 161, 23, 10, 4, 36, 0, 0, 17, 15, 5, 1, 0, 1759, 20
09/20/2014, Presbyterian, 122, 45, 130, 25, 15, 5, 54, 0, 0, 16, 17, 8, 1, 0, 2266, 0, North Carolina State, 265, 31, 195, 22, 14, 7, 70, 0, 0, 21, 9, 4, 1, 1, 1334, 42
09/20/2014, Bethune-Cookman, 72, 42, 101, 15, 11, 17, 137, 0, 0, 14, 13, 3, 0, 0, 2031, 7, UCF, 169, 41, 182, 13, 8, 6, 75, 0, 0, 17, 9, 3, 1, 1, 1569, 41
09/20/2014, Georgia State, 68, 41, 205, 34, 22, 4, 25, 0, 3, 17, 17, 5, 2, 2, 2178, 14, Washington, 182, 41, 154, 27, 19, 6, 53, 0, 0, 17, 14, 6, 2, 1, 1422, 45
09/20/2014, Mississippi State, 302, 49, 268, 24, 15, 6, 41, 0, 0, 23, 14, 5, 1, 0, 1796, 34, LSU, 89, 35, 341, 37, 20, 3, 28, 0, 1, 20, 13, 2, 2, 1, 1804, 29
09/20/2014, Northern Illinois, 123, 32, 180, 31, 19, 9, 67, 0, 0, 17, 15, 6, 2, 0, 1522, 14, Arkansas, 212, 45, 215, 23, 16, 4, 30, 0, 0, 24, 14, 10, 0, 0, 2078, 52
09/20/2014, Utah State, 145, 37, 268, 47, 28, 11, 100, 0, 1, 19, 20, 6, 4, 1, 1916, 14, Arkansas State, 126, 47, 190, 33, 19, 8, 62, 0, 1, 22, 17, 7, 1, 1, 1684, 21
09/20/2014, Miami (Ohio), 102, 44, 262, 26, 13, 6, 38, 0, 1, 19, 15, 8, 1, 1, 1914, 24, Cincinnati, 99, 30, 271, 39, 25, 4, 30, 0, 2, 22, 14, 7, 1, 1, 1686, 31
09/20/2014, Middle Tennessee, 88, 34, 237, 35, 24, 4, 36, 0, 1, 17, 15, 4, 1, 1, 1589, 17, Memphis, 261, 51, 219, 35, 21, 6, 35, 0, 1, 26, 17, 6, 1, 0, 2011, 36
09/20/2014, Northwestern State, 102, 38, 205, 35, 21, 3, 30, 0, 2, 21, 15, 5, 2, 2, 1811, 30, Louisiana Tech, 133, 33, 280, 34, 20, 8, 74, 0, 3, 22, 12, 4, 1, 1, 1789, 27
09/20/2014, Appalachian State, 191, 47, 264, 40, 28, 11, 59, 0, 2, 29, 16, 8, 1, 1, 2151, 20, Southern Mississippi, 61, 25, 268, 36, 22, 9, 103, 0, 2, 16, 11, 2, 0, 0, 1449, 21
09/20/2014, Ball State, 175, 42, 176, 27, 15, 4, 40, 0, 0, 23, 16, 8, 1, 1, 1762, 23, Toledo, 318, 47, 152, 22, 13, 4, 37, 0, 1, 23, 14, 8, 2, 2, 1838, 34
09/20/2014, Idaho, 64, 28, 353, 56, 33, 4, 32, 0, 3, 23, 19, 8, 4, 3, 1252, 24, Ohio, 272, 47, 233, 19, 12, 9, 64, 0, 0, 19, 13, 5, 1, 1, 2348, 36
09/20/2014, Murray State, 91, 24, 214, 35, 19, 6, 50, 0, 0, 15, 15, 4, 1, 0, 1237, 14, Western Michigan, 377, 54, 228, 29, 20, 7, 50, 0, 1, 30, 13, 8, 1, 0, 2363, 45
09/20/2014, Oklahoma, 301, 46, 209, 30, 17, 8, 82, 0, 1, 24, 16, 8, 0, 0, 2024, 45, West Virginia, 137, 40, 376, 41, 25, 5, 55, 0, 2, 26, 15, 7, 1, 0, 1576, 33
09/20/2014, South Carolina, 212, 34, 237, 34, 22, 5, 35, 0, 0, 24, 12, 7, 0, 0, 1862, 48, Vanderbilt, 156, 30, 223, 25, 15, 7, 75, 0, 1, 18, 10, 4, 0, 0, 1738, 34
09/20/2014, Georgia Southern, 335, 52, 85, 11, 6, 1, 10, 0, 1, 18, 11, 3, 0, 0, 1880, 28, South Alabama, 147, 42, 149, 34, 13, 6, 50, 0, 2, 20, 14, 3, 3, 1, 1720, 6
09/20/2014, UNLV, 170, 39, 146, 39, 16, 11, 105, 0, 3, 16, 22, 9, 3, 1, 1782, 14, Houston, 399, 52, 135, 29, 12, 9, 110, 0, 2, 30, 16, 7, 2, 0, 1818, 47
09/20/2014, New Mexico, 432, 52, 67, 14, 8, 6, 54, 0, 0, 27, 13, 8, 1, 1, 1945, 38, New Mexico State, 187, 43, 333, 47, 32, 5, 35, 0, 2, 29, 20, 13, 3, 2, 1655, 35
09/20/2014, Miami (Florida), 76, 23, 359, 42, 28, 9, 82, 0, 2, 24, 10, 4, 3, 2, 1600, 31, Nebraska, 343, 54, 113, 13, 9, 7, 69, 0, 1, 27, 10, 7, 0, 0, 2000, 41
09/20/2014, Clemson, 101, 40, 306, 33, 22, 3, 29, 0, 0, 17, 16, 5, 1, 0, 1961, 17, Florida State, 13, 27, 304, 39, 21, 8, 41, 0, 2, 18, 15, 4, 0, 0, 1639, 23
09/20/2014, California, 193, 42, 380, 30, 18, 10, 99, 0, 1, 24, 14, 6, 1, 0, 1732, 45, Arizona, 107, 32, 520, 74, 47, 6, 65, 0, 2, 36, 22, 7, 3, 3, 1868, 49
09/20/2014, Southern Utah, 57, 34, 318, 30, 18, 5, 29, 0, 1, 11, 16, 4, 0, 0, 1634, 16, Fresno State, 389, 54, 291, 38, 22, 6, 38, 0, 1, 29, 15, 6, 3, 1, 1966, 56
09/20/2014, Oregon, 172, 42, 329, 25, 21, 10, 86, 0, 0, 22, 12, 5, 1, 1, 1693, 38, Washington State, 63, 17, 436, 63, 43, 5, 54, 0, 0, 29, 13, 5, 4, 2, 1907, 31
09/20/2014, San Diego State, 109, 23, 106, 26, 14, 9, 65, 0, 2, 11, 11, 4, 1, 0, 1473, 7, Oregon State, 97, 36, 275, 31, 24, 7, 52, 0, 1, 25, 10, 6, 1, 0, 2127, 28
09/20/2014, Louisiana-Lafayette, 67, 23, 174, 39, 21, 7, 40, 0, 1, 14, 15, 2, 3, 1, 1560, 9, Boise State, 262, 48, 237, 31, 24, 8, 60, 0, 0, 24, 17, 8, 2, 1, 2040, 34
