Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
08/30/2014, Southern University, 77, 32, 202, 40, 20, 5, 35, 0, 0, 14, 19, 7, 2, 0, 1819, 6, Louisiana-Lafayette, 248, 41, 264, 36, 24, 4, 30, 0, 2, 28, 14, 7, 2, 2, 1781, 45
08/30/2014, Ark.-Pine Bluff, 127, 39, 88, 21, 9, 8, 37, 0, 0, 14, 16, 5, 0, 0, 1949, 0, Texas State, 378, 50, 319, 30, 25, 8, 90, 0, 0, 39, 7, 5, 0, 0, 1651, 65
08/30/2014, Stephen F. Austin, 69, 21, 225, 39, 24, 10, 69, 0, 0, 14, 14, 5, 1, 0, 1335, 16, Kansas State, 240, 51, 238, 30, 20, 3, 15, 0, 1, 29, 14, 8, 2, 2, 2265, 55
08/30/2014, Fresno State, 157, 33, 160, 36, 18, 5, 47, 0, 4, 17, 12, 2, 3, 2, 1266, 13, USC, 277, 64, 424, 41, 28, 9, 76, 0, 0, 37, 18, 11, 5, 3, 2334, 52
08/30/2014, Southern Mississippi, 71, 33, 212, 42, 20, 5, 37, 0, 2, 15, 18, 4, 1, 0, 1920, 0, Mississippi State, 201, 44, 349, 34, 23, 4, 30, 0, 1, 30, 15, 7, 2, 0, 1680, 49
08/30/2014, UTEP, 330, 44, 116, 22, 11, 2, 10, 0, 0, 20, 14, 7, 1, 0, 1873, 31, New Mexico, 410, 52, 67, 9, 5, 3, 25, 0, 1, 20, 11, 3, 3, 1, 1727, 24
08/30/2014, North Texas, 79, 43, 15, 17, 3, 6, 56, 0, 4, 8, 16, 3, 1, 0, 1632, 7, Texas, 163, 40, 190, 34, 19, 7, 65, 0, 0, 18, 15, 4, 1, 1, 1957, 38
08/30/2014, N.C. Central, 70, 31, 104, 22, 13, 10, 91, 0, 0, 10, 14, 4, 0, 0, 1888, 7, East Carolina, 208, 28, 374, 46, 33, 8, 72, 0, 1, 32, 8, 2, 1, 1, 1712, 52
08/30/2014, Florida State, 106, 31, 370, 40, 25, 8, 71, 0, 2, 23, 14, 4, 1, 0, 1985, 37, Oklahoma State, 161, 42, 203, 28, 15, 7, 70, 0, 1, 22, 16, 8, 1, 0, 1615, 31
08/30/2014, Wisconsin, 268, 39, 50, 24, 8, 3, 26, 0, 2, 14, 15, 4, 1, 1, 1694, 24, LSU, 126, 47, 239, 21, 9, 7, 50, 0, 0, 17, 17, 6, 1, 1, 1906, 28
08/30/2014, Washington, 174, 48, 162, 26, 10, 5, 35, 0, 0, 19, 15, 5, 0, 0, 1549, 17, Hawai'i, 217, 54, 207, 43, 23, 5, 36, 0, 0, 26, 23, 10, 2, 1, 2051, 16
08/30/2014, South Dakota, 172, 39, 198, 34, 18, 5, 35, 0, 0, 19, 17, 7, 2, 0, 2344, 13, Oregon, 293, 38, 380, 32, 25, 9, 64, 0, 0, 32, 9, 7, 0, 0, 1256, 62
08/31/2014, Utah State, 100, 24, 144, 35, 18, 5, 42, 0, 2, 11, 14, 3, 1, 0, 1525, 7, Tennessee, 110, 39, 273, 40, 28, 6, 40, 0, 0, 24, 18, 8, 0, 0, 2075, 38
08/31/2014, SMU, -24, 25, 91, 40, 21, 4, 40, 0, 1, 7, 18, 4, 4, 0, 1794, 0, Baylor, 261, 50, 313, 47, 27, 11, 96, 0, 1, 31, 20, 10, 2, 2, 1806, 45
09/01/2014, Miami (Florida), 70, 27, 174, 29, 17, 7, 46, 0, 2, 12, 13, 1, 2, 1, 1603, 13, Louisville, 130, 43, 206, 28, 20, 7, 57, 0, 0, 21, 15, 7, 2, 2, 1997, 31
