Date,Visitor,Visitor Score,Home Team,Home Score,Line
10/02/2010,Idaho,33,Western Michigan,13,-4.0
10/02/2010,Texas Christian,27,Colorado State,0,-33.5
10/02/2010,Navy,6,Air Force,14,9.5
10/02/2010,Buffalo,28,Bowling Green,26,2.5
10/02/2010,Notre Dame,31,Boston College,13,-3.0
10/02/2010,Tennessee,14,Louisiana State,16,16.5
10/02/2010,Washington State,28,U.C.L.A.,42,23.5
10/02/2010,Ohio State,24,Illinois,13,-16.5
10/02/2010,Georgia,27,Colorado,29,-4.5
10/02/2010,Northern Illinois,50,Akron,14,-14.0
10/02/2010,UTEP,38,New Mexico,20,-15.5
10/02/2010,Arizona State,28,Oregon State,31,3.0
10/02/2010,Wyoming,20,Toledo,15,5.0
10/02/2010,S-M-U,42,Rice,31,-11.5
10/02/2010,Florida State,34,Virginia,14,-6.5
10/02/2010,Florida,6,Alabama,31,8.0
10/02/2010,Marshall,16,Southern Miss,41,9.0
10/02/2010,Penn State,3,Iowa,24,7.5
10/02/2010,Washington,32,Southern Cal,31,10.0
10/02/2010,Miami-Florida,30,Clemson,21,-4.0
10/02/2010,Boise State,59,New Mexico State,0,-43.5
10/02/2010,Nevada-Reno,44,Nevada-Las Vegas,26,-20.5
10/02/2010,Stanford,31,Oregon,52,6.5
10/02/2010,Louisiana Tech,21,Hawaii,41,9.0
10/02/2010,Florida Intl,17,Pittsburgh,44,17.0
10/02/2010,Louisville,34,Arkansas State,24,-6.5
10/02/2010,UL-Lafayette,28,North Texas,27,4.5
10/02/2010,UL-Monroe,3,Auburn,52,35.5
10/02/2010,Florida Atlantic,3,South Florida,31,21.5
10/02/2010,Alcorn State,16,Mississippi State,49, 
10/02/2010,UC-Davis,14,San Jose State,13, 
10/02/2010,Cal-San Luis Obispo,17,Fresno State,38, 
10/05/2010,Troy,42,Middle Tennessee,13,4.0
10/06/2010,U-A-B,7,U-C-F,42,11.0
10/07/2010,Nebraska,48,Kansas State,13,-11.0
10/08/2010,Connecticut,24,Rutgers,27,-5.0
10/08/2010,Oklahoma State,54,UL-Lafayette,28,-24.0
10/09/2010,Minnesota,23,Wisconsin,41,21.0
10/09/2010,Syracuse,13,South Florida,9,8.0
10/09/2010,Illinois,33,Penn State,13,9.0
10/09/2010,Indiana,10,Ohio State,38,24.5
10/09/2010,Michigan State,34,Michigan,17,4.5
10/09/2010,Memphis,0,Louisville,56,16.0
10/09/2010,Miami-Ohio,3,Cincinnati,45,17.0
10/09/2010,Boston College,17,No Carolina State,44,10.0
10/09/2010,Clemson,16,North Carolina,21,2.0
10/09/2010,Virginia,21,Georgia Tech,33,10.0
10/09/2010,Temple,17,Northern Illinois,31,3.0
10/09/2010,Navy,28,Wake Forest,27,-3.0
10/09/2010,Nevada-Las Vegas,10,West Virginia,49,26.0
10/09/2010,Western Michigan,45,Ball State,16,5.5
10/09/2010,Tennessee,14,Georgia,41,11.5
10/09/2010,Eastern Michigan,6,Vanderbilt,52,25.0
10/09/2010,Utah,68,Iowa State,27,-6.0
10/09/2010,Colorado,0,Missouri,26,12.5
10/09/2010,Central Michigan,21,Virginia Tech,45,21.5
10/09/2010,Bowling Green,25,Ohio,49,8.0
10/09/2010,East Carolina,44,Southern Miss,43,8.0
10/09/2010,Colorado State,27,Air Force,49,24.0
10/09/2010,Akron,17,Kent State,28,17.0
10/09/2010,Alabama,21,South Carolina,35,-7.0
10/09/2010,Louisiana State,33,Florida,29,7.0
10/09/2010,Wyoming,0,Texas Christian,45,35.0
10/09/2010,Arizona State,24,Washington,14,1.0
10/09/2010,U.C.L.A.,7,California,35,8.0
10/09/2010,Pittsburgh,17,Notre Dame,23,6.0
10/09/2010,Army,41,Tulane,23,1.0
10/09/2010,Baylor,38,Texas Tech,45,1.5
10/09/2010,Texas A+M,17,Arkansas,24,6.0
10/09/2010,Florida State,45,Miami-Florida,17,5.5
10/09/2010,Utah State,6,Louisiana Tech,24,2.5
10/09/2010,San Jose State,13,Nevada-Reno,35,37.5
10/09/2010,San Diego State,21,Brigham Young,24,-5.0
10/09/2010,Oregon,43,Washington State,23,-36.0
10/09/2010,Oregon State,29,Arizona,27,8.0
10/09/2010,Auburn,37,Kentucky,34,-6.5
10/09/2010,Purdue,20,Northwestern,17,8.5
10/09/2010,Mississippi State,47,Houston,24,-4.5
10/09/2010,New Mexico,14,New Mexico State,16,2.5
10/09/2010,Southern Cal,35,Stanford,37,10.0
10/09/2010,Toledo,14,Boise State,57,38.5
10/09/2010,Tulsa,18,S-M-U,21,6.0
10/09/2010,Rice,24,UTEP,44,9.0
10/09/2010,Hawaii,49,Fresno State,27,10.5
10/09/2010,Arkansas State,24,North Texas,19,-3.5
10/09/2010,Western Kentucky,21,Florida Intl,28,9.0
10/09/2010,Florida Atlantic,17,UL-Monroe,20,2.5
10/13/2010,U-C-F,35,Marshall,14,-6.5
10/14/2010,Kansas State,59,Kansas,7,-3.0
10/14/2010,South Florida,6,West Virginia,20,10.0
10/15/2010,Cincinnati,35,Louisville,27,-3.0
10/16/2010,Miami-Florida,28,Duke,13,-18.0
10/16/2010,Pittsburgh,45,Syracuse,14,-3.0
10/16/2010,Army,20,Rutgers,23,6.5
10/16/2010,Miami-Ohio,27,Central Michigan,20,14.0
10/16/2010,Maryland,7,Clemson,31,14.5
10/16/2010,Illinois,6,Michigan State,26,7.0
10/16/2010,Minnesota,17,Purdue,28,6.0
10/16/2010,No Carolina State,27,East Carolina,33,-8.0
10/16/2010,Vanderbilt,0,Georgia,43,14.0
10/16/2010,South Carolina,28,Kentucky,31,-5.0
10/16/2010,Mississippi State,10,Florida,7,9.0
10/16/2010,Mississippi,10,Alabama,23,20.5
10/16/2010,Iowa State,0,Oklahoma,52,22.0
10/16/2010,Bowling Green,27,Temple,28,20.5
10/16/2010,Eastern Michigan,41,Ball State,38,15.0
10/16/2010,Akron,10,Ohio,38,16.5
10/16/2010,Baylor,31,Colorado,25,-2.0
10/16/2010,Nevada-Las Vegas,10,Colorado State,43,3.5
10/16/2010,Western Michigan,20,Notre Dame,44,24.0
10/16/2010,Buffalo,14,Northern Illinois,45,14.5
10/16/2010,North Carolina,44,Virginia,10,-6.5
10/16/2010,S-M-U,21,Navy,28,1.5
10/16/2010,California,14,Southern Cal,48,2.5
10/16/2010,Texas,20,Nebraska,13,9.5
10/16/2010,Boston College,19,Florida State,24,23.0
10/16/2010,Iowa,38,Michigan,28,-4.0
10/16/2010,Oregon State,34,Washington,35,1.5
10/16/2010,Wake Forest,21,Virginia Tech,52,22.5
10/16/2010,Idaho,35,Louisiana Tech,48,-1.5
10/16/2010,Brigham Young,3,Texas Christian,31,29.5
10/16/2010,UTEP,6,U-A-B,21,2.5
10/16/2010,Arizona,24,Washington State,7,-23.5
10/16/2010,Utah,30,Wyoming,6,-21.5
10/16/2010,Kent State,21,Toledo,34,4.0
10/16/2010,Oklahoma State,34,Texas Tech,17,3.0
10/16/2010,Missouri,30,Texas A+M,9,4.0
10/16/2010,Southern Miss,41,Memphis,19,-16.5
10/16/2010,Houston,31,Rice,34,-9.5
10/16/2010,Tulane,24,Tulsa,52,18.5
10/16/2010,Ohio State,18,Wisconsin,31,-4.0
10/16/2010,Arkansas,43,Auburn,65,3.5
10/16/2010,Boise State,48,San Jose State,0,-41.0
10/16/2010,Air Force,25,San Diego State,27,-1.0
10/16/2010,New Mexico State,10,Fresno State,33,30.5
10/16/2010,Nevada-Reno,21,Hawaii,27,-6.5
10/16/2010,Arkansas State,34,Indiana,36,10.0
10/16/2010,Middle Tennessee,14,Georgia Tech,42,18.5
10/16/2010,UL-Monroe,35,Western Kentucky,30,2.5
10/16/2010,UL-Lafayette,24,Troy,31,20.5
10/16/2010,Florida Intl,34,North Texas,10,-5.0
10/16/2010,McNeese State,10,Louisiana State,32, 
10/21/2010,U.C.L.A.,13,Oregon,60,27.0
10/22/2010,South Florida,38,Cincinnati,30,9.5
10/23/2010,Notre Dame,17,Navy,35,-6.5
10/23/2010,Connecticut,0,Louisville,26,3.5
10/23/2010,Duke,7,Virginia Tech,44,27.5
10/23/2010,North Carolina,10,Miami-Florida,33,6.5
10/23/2010,Georgia Tech,13,Clemson,27,3.5
10/23/2010,Maryland,24,Boston College,21,4.5
10/23/2010,Marshall,10,East Carolina,37,13.5
10/23/2010,Temple,42,Buffalo,0,-8.5
10/23/2010,Wisconsin,31,Iowa,30,6.5
10/23/2010,Penn State,33,Minnesota,21,-8.5
10/23/2010,Purdue,0,Ohio State,49,24.0
10/23/2010,Michigan State,35,Northwestern,27,-5.5
10/23/2010,Rutgers,21,Pittsburgh,41,13.0
10/23/2010,Syracuse,19,West Virginia,14,14.0
10/23/2010,Indiana,13,Illinois,43,13.0
10/23/2010,Iowa State,28,Texas,21,21.0
10/23/2010,South Carolina,21,Vanderbilt,7,-12.5
10/23/2010,Mississippi,24,Arkansas,38,10.0
10/23/2010,Ohio,34,Miami-Ohio,13,-3.0
10/23/2010,Wyoming,20,Brigham Young,25,11.0
10/23/2010,Kansas State,42,Baylor,47,6.5
10/23/2010,Texas A+M,45,Kansas,10,-14.0
10/23/2010,U-A-B,24,Mississippi State,29,19.5
10/23/2010,Houston,45,S-M-U,20,8.5
10/23/2010,Kent State,30,Bowling Green,6,-2.5
10/23/2010,Western Michigan,56,Akron,10,-7.5
10/23/2010,Central Michigan,7,Northern Illinois,33,10.0
10/23/2010,Oklahoma,27,Missouri,36,-3.0
10/23/2010,Nebraska,51,Oklahoma State,41,-6.0
10/23/2010,Washington,14,Arizona,44,6.5
10/23/2010,Arizona State,17,California,50,3.0
10/23/2010,Alabama,41,Tennessee,10,-17.0
10/23/2010,Louisiana State,17,Auburn,24,5.0
10/23/2010,New Mexico State,14,Idaho,37,24.5
10/23/2010,Hawaii,45,Utah State,7,-3.0
10/23/2010,Colorado State,6,Utah,59,31.0
10/23/2010,Washington State,28,Stanford,38,36.0
10/23/2010,Eastern Michigan,21,Virginia,48,24.0
10/23/2010,Georgia,44,Kentucky,31,-5.5
10/23/2010,Rice,14,U-C-F,41,24.0
10/23/2010,Ball State,24,Toledo,31,11.5
10/23/2010,Texas Tech,27,Colorado,24,-3.0
10/23/2010,Fresno State,33,San Jose State,18,-18.0
10/23/2010,Air Force,7,Texas Christian,38,18.5
10/23/2010,Tulane,34,UTEP,24,10.0
10/23/2010,San Diego State,30,New Mexico,20,-24.0
10/23/2010,Western Kentucky,54,UL-Lafayette,21,6.0
10/23/2010,Florida Atlantic,16,Arkansas State,37,7.0
10/23/2010,UL-Monroe,10,Middle Tennessee,38,12.5
10/26/2010,Louisiana Tech,20,Boise State,49,37.0
10/28/2010,Florida State,24,No Carolina State,28,-4.0
10/29/2010,West Virginia,13,Connecticut,16,-5.0
10/30/2010,Syracuse,31,Cincinnati,7,6.0
10/30/2010,U-A-B,50,Southern Miss,49,10.5
10/30/2010,Purdue,10,Illinois,44,16.0
10/30/2010,Miami-Florida,19,Virginia,24,-15.0
10/30/2010,Louisville,3,Pittsburgh,20,9.5
10/30/2010,Michigan State,6,Iowa,37,6.5
10/30/2010,Northwestern,20,Indiana,17,-4.0
10/30/2010,Clemson,10,Boston College,16,-7.0
10/30/2010,Wake Forest,14,Maryland,62,5.5
10/30/2010,Northern Illinois,28,Western Michigan,21,-7.0
10/30/2010,Tennessee,24,South Carolina,38,17.5
10/30/2010,Vanderbilt,14,Arkansas,49,20.5
10/30/2010,Kentucky,17,Mississippi State,24,6.0
10/30/2010,Auburn,51,Mississippi,31,-7.0
10/30/2010,Baylor,30,Texas,22,7.5
10/30/2010,Kansas,16,Iowa State,28,17.5
10/30/2010,Akron,0,Temple,30,29.5
10/30/2010,Ball State,14,Kent State,33,10.5
10/30/2010,San Diego State,48,Wyoming,38,-10.0
10/30/2010,Tulsa,28,Notre Dame,27,9.5
10/30/2010,UTEP,12,Marshall,16,2.0
10/30/2010,S-M-U,31,Tulane,17,-9.5
10/30/2010,Bowling Green,17,Central Michigan,14,13.0
10/30/2010,Stanford,41,Washington,0,-7.5
10/30/2010,Florida,34,Georgia,31,-1.5
10/30/2010,East Carolina,35,U-C-F,49,9.0
10/30/2010,Arizona,29,U.C.L.A.,21,-9.0
10/30/2010,Oklahoma State,24,Kansas State,14,-4.0
10/30/2010,Missouri,17,Nebraska,31,8.0
10/30/2010,Colorado,10,Oklahoma,43,25.0
10/30/2010,Miami-Ohio,21,Buffalo,9,-2.5
10/30/2010,Texas Tech,27,Texas A+M,45,7.0
10/30/2010,Duke,34,Navy,31,13.0
